,experience_coding,python_user,r_user,sql_user,most_used,compensation,category
13809,4.1,True,False,False,PyTorch,18174,< 5 Years
13810,2.8,True,False,True,,70004,< 5 Years
13811,7.6,True,False,False,Scikit-learn,56166,5-10 Years
13812,8.8,True,False,False,,1073,5-10 Years
13813,9.7,True,True,False,Scikit-learn,9897,5-10 Years
13814,2.9,True,False,False,,51678,< 5 Years
13815,2.9,True,False,False,Scikit-learn,572,< 5 Years
13816,15.8,True,False,False,PyTorch,19593,15-20 Years
13817,0.22,True,False,True,,811,< 5 Years
13818,22.0,True,True,True,Keras,685,20-25 Years
13819,10.5,True,False,True,TensorFlow,305,10-15 Years
13820,4.1,True,False,False,PyTorch,5335,< 5 Years
13821,10.3,True,False,True,Keras,32254,10-15 Years
13822,2.4,True,False,True,Scikit-learn,2182,< 5 Years
13823,16.4,True,True,False,Scikit-learn,111835,15-20 Years
13824,2.8,True,False,True,Scikit-learn,51313,< 5 Years
13825,1.8,False,True,True,Keras,4919,< 5 Years
13826,2.0,False,True,False,,21730,< 5 Years
13827,2.4,True,False,True,Scikit-learn,60911,< 5 Years
13828,2.9,True,False,False,TensorFlow,66483,< 5 Years
13829,0.45,True,False,False,Scikit-learn,63675,< 5 Years
13830,8.6,True,False,False,TensorFlow,72990,5-10 Years
13831,0.0,False,False,False,,1892,< 5 Years
13832,16.0,True,False,True,Scikit-learn,98510,15-20 Years
13833,1.9,True,False,False,,65130,< 5 Years
13834,5.3,True,False,True,Keras,7725,5-10 Years
13835,0.68,True,True,False,,22877,< 5 Years
13836,1.1,True,False,True,Scikit-learn,12357,< 5 Years
13837,0.56,True,False,False,TensorFlow,4610,< 5 Years
13838,1.4,True,True,True,Keras,3505,< 5 Years
13839,1.2,True,False,False,PyTorch,160,< 5 Years
13840,2.6,True,False,False,,68672,< 5 Years
13841,3.6,True,False,True,,53377,< 5 Years
13842,0.82,True,True,True,,73255,< 5 Years
13843,5.0,True,False,False,Scikit-learn,67173,< 5 Years
13844,1.4,True,False,False,Scikit-learn,66288,< 5 Years
13845,1.3,True,False,False,Scikit-learn,13476,< 5 Years
13846,5.1,True,False,True,Scikit-learn,13539,5-10 Years
13847,12.1,False,False,False,,212732,10-15 Years
13848,6.9,True,False,False,Scikit-learn,71522,5-10 Years
13849,4.0,True,False,True,TensorFlow,72587,< 5 Years
13850,4.8,True,False,False,,68614,< 5 Years
13851,9.9,True,True,False,TensorFlow,269256,5-10 Years
13852,1.4,True,False,False,Keras,434,< 5 Years
13853,22.2,False,False,True,Scikit-learn,106455,20-25 Years
13854,2.4,True,False,True,TensorFlow,55351,< 5 Years
13855,9.7,False,True,True,,73118,5-10 Years
13856,1.7,True,True,True,Scikit-learn,4424,< 5 Years
13857,0.42,True,False,True,,107652,< 5 Years
13858,2.7,True,False,False,Keras,72217,< 5 Years
13859,2.8,True,False,False,Scikit-learn,65984,< 5 Years
13860,4.3,True,True,True,Scikit-learn,70690,< 5 Years
13861,1.3,True,False,False,Scikit-learn,8471,< 5 Years
13862,0.38,True,False,False,Scikit-learn,73628,< 5 Years
13863,1.8,True,False,False,Scikit-learn,51055,< 5 Years
13864,4.2,True,False,True,Scikit-learn,50989,< 5 Years
13865,4.0,True,True,True,PyTorch,185824,< 5 Years
13866,1.7,True,False,False,Scikit-learn,2843,< 5 Years
13867,4.8,True,False,False,,52852,< 5 Years
13868,1.1,True,False,True,,62166,< 5 Years
13869,4.9,True,False,False,Scikit-learn,4870,< 5 Years
13870,3.1,True,False,False,TensorFlow,59713,< 5 Years
13871,0.44,True,False,False,,63601,< 5 Years
13872,0.66,True,False,False,,58365,< 5 Years
13873,9.9,False,True,False,TensorFlow,3778,5-10 Years
13874,3.7,True,False,False,PyTorch,10741,< 5 Years
13875,1.3,True,False,False,Scikit-learn,923,< 5 Years
13876,9.4,True,False,True,TensorFlow,513,5-10 Years
13877,5.4,True,False,False,,113015,5-10 Years
13878,1.8,True,False,False,Scikit-learn,25617,< 5 Years
13879,4.4,True,False,True,PyTorch,66570,< 5 Years
13880,0.32,True,False,False,,65749,< 5 Years
13881,4.5,True,False,False,PyTorch,34106,< 5 Years
13882,5.5,True,True,False,,98534,5-10 Years
13883,0.58,True,True,True,,251,< 5 Years
13884,1.4,True,True,True,PyTorch,60270,< 5 Years
13885,4.6,True,False,False,TensorFlow,56757,< 5 Years
13886,3.0,True,False,True,Scikit-learn,32017,< 5 Years
13887,28.9,True,True,False,Scikit-learn,98681,25+ Years
13888,2.4,True,False,True,PyTorch,1207,< 5 Years
13889,6.3,False,False,False,,69423,5-10 Years
13890,15.1,True,False,True,TensorFlow,109191,15-20 Years
13891,1.4,True,False,True,Scikit-learn,59485,< 5 Years
13892,0.36,True,False,True,Scikit-learn,73445,< 5 Years
13893,4.2,True,False,True,Keras,14257,< 5 Years
13894,4.9,True,False,False,PyTorch,1005,< 5 Years
13895,0.37,True,True,True,,57152,< 5 Years
13896,4.1,True,False,False,Scikit-learn,18095,< 5 Years
13897,8.8,True,False,False,Keras,327,5-10 Years
13898,0.98,True,False,False,,61161,< 5 Years
13899,19.7,False,False,False,,1867,15-20 Years
13900,1.1,True,False,False,PyTorch,53870,< 5 Years
13901,27.4,True,True,True,TensorFlow,58642,25+ Years
13902,17.2,True,False,False,,286,15-20 Years
13903,0.53,False,False,True,,441,< 5 Years
13904,0.84,True,False,False,,59031,< 5 Years
13905,1.9,True,False,True,,61595,< 5 Years
13906,2.8,True,False,False,TensorFlow,295,< 5 Years
13907,3.5,True,False,True,PyTorch,30731,< 5 Years
13908,0.74,True,False,False,Scikit-learn,74207,< 5 Years
13909,3.9,True,False,False,TensorFlow,19026,< 5 Years
13910,1.1,True,True,True,Scikit-learn,73146,< 5 Years
13911,9.9,True,False,False,TensorFlow,77668,5-10 Years
13912,6.0,True,True,False,Scikit-learn,52297,5-10 Years
13913,9.0,True,False,False,Scikit-learn,60118,5-10 Years
13914,0.97,True,False,False,Keras,65,< 5 Years
13915,4.8,True,True,True,TensorFlow,72841,< 5 Years
13916,8.2,True,False,False,PyTorch,60616,5-10 Years
13917,6.4,True,True,True,Scikit-learn,51139,5-10 Years
13918,9.2,False,False,True,,36501,5-10 Years
13919,7.2,True,False,True,PyTorch,210322,5-10 Years
13920,0.2,True,False,False,Keras,56465,< 5 Years
13921,17.8,True,False,True,,22381,15-20 Years
13922,13.3,False,False,False,,56092,10-15 Years
13923,0.93,True,False,True,Keras,4553,< 5 Years
13924,1.5,False,False,False,Scikit-learn,56743,< 5 Years
13925,1.3,True,False,False,Scikit-learn,50772,< 5 Years
13926,1.1,True,False,False,,56868,< 5 Years
13927,6.6,False,True,False,Keras,3027,5-10 Years
13928,0.62,True,False,False,Scikit-learn,62985,< 5 Years
13929,0.87,True,False,True,Scikit-learn,23701,< 5 Years
13930,2.1,True,False,False,Scikit-learn,52342,< 5 Years
13931,10.1,False,False,False,,47829,10-15 Years
13932,2.2,True,False,False,Scikit-learn,70402,< 5 Years
13933,3.9,True,False,True,,65012,< 5 Years
13934,6.4,True,False,True,PyTorch,9232,5-10 Years
13935,6.4,False,False,True,,56293,5-10 Years
13936,3.4,True,False,True,TensorFlow,162,< 5 Years
13937,8.3,True,False,False,,58200,5-10 Years
13938,3.4,True,False,False,PyTorch,111414,< 5 Years
13939,0.0,False,False,False,,66763,< 5 Years
13940,24.2,True,True,True,TensorFlow,7169,20-25 Years
13941,7.9,True,False,True,,693,5-10 Years
13942,2.2,True,False,False,Scikit-learn,650,< 5 Years
13943,0.0,False,False,False,,7352,< 5 Years
13944,0.25,True,False,False,,51068,< 5 Years
13945,24.1,True,False,True,Keras,2007,20-25 Years
13946,8.1,True,False,True,Keras,2175,5-10 Years
13947,0.4,True,False,False,Keras,798,< 5 Years
13948,1.3,True,False,True,Scikit-learn,434,< 5 Years
13949,0.96,True,True,False,,68861,< 5 Years
13950,0.45,True,True,False,Scikit-learn,1090,< 5 Years
13951,0.37,True,False,False,TensorFlow,5618,< 5 Years
13952,1.1,True,False,False,Scikit-learn,72265,< 5 Years
13953,10.9,False,False,False,,50049,10-15 Years
13954,3.4,True,False,True,,61762,< 5 Years
13955,3.6,True,False,False,TensorFlow,56540,< 5 Years
13956,0.59,True,False,True,,73513,< 5 Years
13957,1.7,True,False,False,TensorFlow,53037,< 5 Years
13958,1.0,True,False,False,TensorFlow,61074,< 5 Years
13959,8.5,True,True,True,,64557,5-10 Years
13960,0.0,False,False,False,,49,< 5 Years
13961,4.0,True,False,True,Scikit-learn,12725,< 5 Years
13962,3.2,True,True,True,Scikit-learn,71700,< 5 Years
13963,7.4,True,False,False,Keras,57815,5-10 Years
13964,20.2,False,False,False,Scikit-learn,103277,20-25 Years
13965,3.2,True,True,True,,84482,< 5 Years
13966,3.8,True,False,False,,8611,< 5 Years
13967,5.7,True,True,True,TensorFlow,55655,5-10 Years
13968,3.0,True,False,False,TensorFlow,6150,< 5 Years
13969,28.6,True,False,True,Scikit-learn,226948,25+ Years
13970,3.4,True,False,True,Scikit-learn,115014,< 5 Years
13971,4.4,True,False,True,,57939,< 5 Years
13972,9.4,True,False,False,Keras,8657,5-10 Years
13973,6.9,True,False,True,,1443,5-10 Years
13974,2.0,True,False,True,Scikit-learn,59489,< 5 Years
13975,0.76,True,True,True,,71763,< 5 Years
13976,3.3,True,True,True,Scikit-learn,69588,< 5 Years
13977,5.8,True,True,True,,93989,5-10 Years
13978,25.4,False,False,True,PyTorch,30168,25+ Years
13979,2.6,True,False,False,Scikit-learn,52960,< 5 Years
13980,3.4,True,False,False,,70597,< 5 Years
13981,2.5,True,False,True,,50277,< 5 Years
13982,17.4,True,False,True,Scikit-learn,94200,15-20 Years
13983,13.5,True,False,False,Scikit-learn,52404,10-15 Years
13984,16.0,True,False,True,TensorFlow,42012,15-20 Years
13985,21.5,True,False,False,Keras,207471,20-25 Years
13986,2.8,True,False,False,,55314,< 5 Years
13987,13.0,True,False,False,,1466,10-15 Years
13988,4.2,True,False,False,Scikit-learn,45003,< 5 Years
13989,0.73,False,False,False,,63337,< 5 Years
13990,9.3,True,False,True,Scikit-learn,38684,5-10 Years
13991,0.89,True,False,False,Scikit-learn,73855,< 5 Years
13992,11.1,True,False,True,Keras,68703,10-15 Years
13993,2.4,True,False,False,TensorFlow,79311,< 5 Years
13994,6.0,True,False,False,PyTorch,57224,5-10 Years
13995,5.1,False,False,False,,34649,5-10 Years
13996,2.8,True,False,False,Scikit-learn,1303,< 5 Years
13997,2.1,True,True,False,,55803,< 5 Years
13998,4.4,True,False,False,Scikit-learn,51679,< 5 Years
13999,2.7,True,False,True,Scikit-learn,33486,< 5 Years
14000,4.8,True,False,False,TensorFlow,87,< 5 Years
14001,0.95,True,False,False,,65873,< 5 Years
14002,2.2,True,False,False,Keras,69244,< 5 Years
14003,0.37,True,False,True,TensorFlow,14934,< 5 Years
14004,1.3,True,False,True,TensorFlow,2828,< 5 Years
14005,3.3,True,True,True,,76775,< 5 Years
14006,2.0,True,False,False,Keras,200,< 5 Years
14007,14.0,True,True,True,TensorFlow,119033,10-15 Years
14008,21.4,False,True,True,,68554,20-25 Years
14009,9.1,True,False,True,PyTorch,51161,5-10 Years
14010,9.3,True,False,False,Keras,15134,5-10 Years
14011,13.8,True,False,False,Keras,53352,10-15 Years
14012,0.82,True,True,False,Scikit-learn,50187,< 5 Years
14013,2.2,True,False,True,,57131,< 5 Years
14014,8.7,False,False,False,,11096,5-10 Years
14015,1.0,True,True,True,TensorFlow,389,< 5 Years
14016,0.41,False,False,False,,73172,< 5 Years
14017,14.1,True,True,True,Scikit-learn,1717,10-15 Years
14018,0.26,True,False,False,,622,< 5 Years
14019,0.35,True,False,False,,60829,< 5 Years
14020,0.8,True,False,True,,66563,< 5 Years
14021,1.9,True,False,True,,35893,< 5 Years
14022,1.9,True,False,True,PyTorch,30823,< 5 Years
14023,2.9,False,False,False,PyTorch,172,< 5 Years
14024,14.4,True,False,False,Scikit-learn,66718,10-15 Years
14025,20.5,True,True,True,Scikit-learn,210195,20-25 Years
14026,2.3,True,False,False,Scikit-learn,50343,< 5 Years
14027,0.0,False,False,False,,13996,< 5 Years
14028,2.3,True,False,True,PyTorch,818,< 5 Years
14029,7.2,True,False,False,PyTorch,51118,5-10 Years
14030,5.6,True,False,True,TensorFlow,151151,5-10 Years
14031,1.6,True,True,True,,51314,< 5 Years
14032,3.0,True,False,False,Keras,64823,< 5 Years
14033,0.69,True,False,False,Scikit-learn,477,< 5 Years
14034,1.8,True,False,True,Scikit-learn,66030,< 5 Years
14035,2.7,True,False,False,,790,< 5 Years
14036,2.7,True,False,True,,2399,< 5 Years
14037,26.8,True,False,False,Scikit-learn,35907,25+ Years
14038,4.6,True,False,False,Scikit-learn,51996,< 5 Years
14039,3.9,True,False,False,TensorFlow,65778,< 5 Years
14040,17.3,True,True,True,,57793,15-20 Years
14041,4.8,True,False,False,TensorFlow,70642,< 5 Years
14042,0.45,True,False,False,,64330,< 5 Years
14043,27.2,True,False,True,Scikit-learn,19221,25+ Years
14044,3.0,True,True,True,Keras,6773,< 5 Years
14045,0.43,True,False,False,,3940,< 5 Years
14046,3.0,True,False,True,TensorFlow,2021,< 5 Years
14047,10.6,True,True,True,PyTorch,189905,10-15 Years
14048,27.3,False,False,False,,46714,25+ Years
14049,5.7,True,False,False,Scikit-learn,71316,5-10 Years
14050,0.0,False,False,False,,104831,< 5 Years
14051,1.2,True,False,False,Scikit-learn,70766,< 5 Years
14052,0.0,False,False,False,,58,< 5 Years
14053,7.2,True,False,False,PyTorch,1482,5-10 Years
14054,0.72,True,False,True,Scikit-learn,17291,< 5 Years
14055,0.0,False,False,False,,109890,< 5 Years
14056,23.2,True,False,True,Scikit-learn,19851,20-25 Years
14057,0.29,True,False,True,,2969,< 5 Years
14058,12.9,True,True,False,TensorFlow,7985,10-15 Years
14059,0.25,True,False,False,TensorFlow,96995,< 5 Years
14060,0.5,True,False,True,Scikit-learn,17568,< 5 Years
14061,3.5,True,True,True,Scikit-learn,54612,< 5 Years
14062,5.3,False,False,True,Keras,15923,5-10 Years
14063,0.0,False,False,False,,29674,< 5 Years
14064,4.0,True,True,False,Scikit-learn,60523,< 5 Years
14065,1.2,True,False,False,TensorFlow,61880,< 5 Years
14066,8.9,True,False,True,Scikit-learn,183265,5-10 Years
14067,3.0,True,False,False,Scikit-learn,72102,< 5 Years
14068,1.5,True,False,True,Scikit-learn,6037,< 5 Years
14069,7.9,True,False,False,Scikit-learn,107,5-10 Years
14070,1.4,True,False,False,PyTorch,56764,< 5 Years
14071,0.43,True,False,True,Scikit-learn,334,< 5 Years
14072,2.0,True,True,True,Scikit-learn,6992,< 5 Years
14073,0.57,True,False,False,,69213,< 5 Years
14074,0.48,True,False,False,,25,< 5 Years
14075,2.7,True,False,False,Keras,357,< 5 Years
14076,6.2,True,False,True,Scikit-learn,12112,5-10 Years
14077,6.2,True,False,True,Scikit-learn,52766,5-10 Years
14078,0.77,True,False,False,Scikit-learn,170,< 5 Years
14079,2.8,True,False,False,,59240,< 5 Years
14080,0.83,True,False,False,Scikit-learn,53154,< 5 Years
14081,7.7,True,False,False,,139044,5-10 Years
14082,23.7,True,True,True,Keras,479264,20-25 Years
14083,0.35,True,False,True,,21644,< 5 Years
14084,0.76,True,False,False,TensorFlow,51436,< 5 Years
14085,15.3,False,True,True,,110841,15-20 Years
14086,26.5,False,False,False,,58688,25+ Years
14087,0.0,False,False,False,,37,< 5 Years
14088,3.0,True,False,True,,881,< 5 Years
14089,3.0,True,False,False,TensorFlow,65554,< 5 Years
14090,2.2,True,False,False,Scikit-learn,93678,< 5 Years
14091,1.8,True,False,False,,59722,< 5 Years
14092,29.5,True,False,True,TensorFlow,61961,25+ Years
14093,11.7,False,False,False,Scikit-learn,10595,10-15 Years
14094,1.6,True,False,False,,68638,< 5 Years
14095,5.2,True,False,True,PyTorch,41797,5-10 Years
14096,4.6,True,True,True,,66021,< 5 Years
14097,5.0,True,False,True,Scikit-learn,59993,< 5 Years
14098,9.8,True,False,True,Keras,113191,5-10 Years
14099,4.8,True,False,False,Scikit-learn,3196,< 5 Years
14100,9.0,True,False,False,Keras,10800,5-10 Years
14101,28.1,True,False,True,Scikit-learn,11618,25+ Years
14102,1.7,True,True,False,PyTorch,64408,< 5 Years
14103,15.3,True,True,True,TensorFlow,187,15-20 Years
14104,0.64,True,False,False,,50189,< 5 Years
14105,3.1,True,False,True,Scikit-learn,58428,< 5 Years
14106,16.7,True,False,False,Keras,703,15-20 Years
14107,12.0,True,False,True,Scikit-learn,89340,10-15 Years
14108,1.6,True,False,False,,58402,< 5 Years
14109,2.0,True,False,False,Keras,4819,< 5 Years
14110,5.1,False,False,False,,55808,5-10 Years
14111,9.0,False,False,True,,61474,5-10 Years
14112,6.7,False,False,False,,61488,5-10 Years
14113,8.9,True,False,False,Scikit-learn,72099,5-10 Years
14114,1.6,True,False,True,Keras,126,< 5 Years
14115,29.4,False,False,False,,702,25+ Years
14116,1.3,True,True,False,Scikit-learn,17824,< 5 Years
14117,2.1,True,True,False,Scikit-learn,60093,< 5 Years
14118,3.4,True,True,True,TensorFlow,7410,< 5 Years
14119,0.75,True,False,False,,1171,< 5 Years
14120,1.1,True,False,False,,67404,< 5 Years
14121,0.0,False,False,False,,2411,< 5 Years
14122,4.9,True,False,True,,73777,< 5 Years
14123,4.6,True,False,True,Keras,60479,< 5 Years
14124,8.1,True,False,True,Keras,3446,5-10 Years
14125,3.9,True,False,False,Keras,1378120,< 5 Years
14126,4.5,False,False,True,,2212,< 5 Years
14127,22.9,True,False,True,Keras,39366,20-25 Years
14128,0.45,True,False,False,TensorFlow,60806,< 5 Years
14129,8.5,True,False,True,TensorFlow,16742,5-10 Years
14130,3.5,False,True,False,TensorFlow,17447,< 5 Years
14131,2.0,True,False,True,TensorFlow,320,< 5 Years
14132,0.4,True,False,False,PyTorch,57234,< 5 Years
14133,0.79,True,False,False,TensorFlow,71049,< 5 Years
14134,1.9,True,False,True,Keras,72568,< 5 Years
14135,22.0,False,False,True,,34710,20-25 Years
14136,0.4,True,False,True,Scikit-learn,73238,< 5 Years
14137,22.2,True,False,True,TensorFlow,12214,20-25 Years
14138,9.6,True,False,False,Scikit-learn,73995,5-10 Years
14139,3.6,True,True,False,Scikit-learn,7796,< 5 Years
14140,0.58,True,False,False,TensorFlow,69126,< 5 Years
14141,0.64,True,False,False,,90057,< 5 Years
14142,0.78,False,False,False,,61579,< 5 Years
14143,2.6,True,True,True,PyTorch,59532,< 5 Years
14144,2.8,True,False,False,TensorFlow,873,< 5 Years
14145,4.6,True,True,True,PyTorch,58565,< 5 Years
14146,2.9,True,True,True,Scikit-learn,74040,< 5 Years
14147,2.1,True,False,False,,59178,< 5 Years
14148,8.3,True,True,True,Scikit-learn,18147,5-10 Years
14149,3.1,True,False,False,Keras,14045,< 5 Years
14150,1.7,True,False,True,PyTorch,3415,< 5 Years
14151,2.2,True,False,False,,3743,< 5 Years
14152,5.5,False,False,False,,60507,5-10 Years
14153,1.6,True,False,False,Scikit-learn,51196,< 5 Years
14154,2.3,True,True,True,Scikit-learn,1146,< 5 Years
14155,8.1,True,True,False,Scikit-learn,1768,5-10 Years
14156,22.7,True,False,False,PyTorch,55474,20-25 Years
14157,2.3,True,False,False,Keras,2206,< 5 Years
14158,17.8,True,False,False,,28926,15-20 Years
14159,0.52,True,False,True,Scikit-learn,74010,< 5 Years
14160,18.3,False,False,True,,70064,15-20 Years
14161,4.7,False,True,True,,139,< 5 Years
14162,0.31,True,False,False,,64855,< 5 Years
14163,4.0,False,False,False,Scikit-learn,58528,< 5 Years
14164,7.1,True,True,False,Scikit-learn,920,5-10 Years
14165,1.8,True,False,True,,8162,< 5 Years
14166,10.5,True,False,True,,206,10-15 Years
14167,1.0,True,False,False,,67129,< 5 Years
14168,27.3,True,False,True,Scikit-learn,158587,25+ Years
14169,0.69,True,False,False,,68992,< 5 Years
14170,0.23,True,False,True,Scikit-learn,36485,< 5 Years
14171,1.7,True,False,True,,55890,< 5 Years
14172,27.8,False,False,False,,50227,25+ Years
14173,4.7,True,True,True,TensorFlow,29098,< 5 Years
14174,2.2,True,False,False,Scikit-learn,3936,< 5 Years
14175,4.2,True,False,True,Keras,53441,< 5 Years
14176,2.6,True,False,False,,51076,< 5 Years
14177,26.9,True,False,False,PyTorch,48252,25+ Years
14178,2.6,True,False,True,PyTorch,155,< 5 Years
14179,1.8,True,False,False,Scikit-learn,125,< 5 Years
14180,20.8,False,False,False,TensorFlow,1070,20-25 Years
14181,26.0,False,True,False,,60235,25+ Years
14182,0.59,False,False,True,,68717,< 5 Years
14183,0.59,True,False,False,Keras,50736,< 5 Years
14184,7.9,False,True,True,,151115,5-10 Years
14185,2.1,True,False,False,PyTorch,50268,< 5 Years
14186,4.2,True,True,False,Keras,888,< 5 Years
14187,0.28,True,True,False,TensorFlow,58385,< 5 Years
14188,3.6,False,False,False,,1476,< 5 Years
14189,2.3,True,False,False,PyTorch,297,< 5 Years
14190,0.64,True,False,False,Scikit-learn,54939,< 5 Years
14191,2.2,True,False,False,Scikit-learn,22256,< 5 Years
14192,0.27,True,False,False,,62161,< 5 Years
14193,3.5,True,False,False,Scikit-learn,56487,< 5 Years
14194,1.4,True,False,True,,6552,< 5 Years
14195,2.6,True,False,False,Scikit-learn,1315,< 5 Years
14196,0.0,False,False,False,,969,< 5 Years
14197,3.0,True,False,True,,53968,< 5 Years
14198,5.9,True,False,True,PyTorch,248155,5-10 Years
14199,0.46,True,False,False,Scikit-learn,55201,< 5 Years
14200,0.9,True,False,False,,73299,< 5 Years
14201,22.3,True,False,False,Keras,34518,20-25 Years
14202,1.1,True,False,False,PyTorch,66750,< 5 Years
14203,0.82,True,False,False,Keras,73771,< 5 Years
14204,3.3,True,False,True,,64826,< 5 Years
14205,5.5,True,True,True,Keras,253382,5-10 Years
14206,1.4,True,False,True,,63621,< 5 Years
14207,0.98,True,False,False,,474,< 5 Years
14208,3.1,True,True,True,PyTorch,71068,< 5 Years
14209,1.4,True,False,False,Keras,63810,< 5 Years
14210,2.1,True,False,True,TensorFlow,332,< 5 Years
14211,6.9,True,False,True,,70423,5-10 Years
14212,1.2,True,True,False,,74512,< 5 Years
14213,4.9,True,True,True,Keras,56346,< 5 Years
14214,0.0,False,False,False,,9401,< 5 Years
14215,3.9,True,False,False,Scikit-learn,59676,< 5 Years
14216,3.9,False,False,True,,42141,< 5 Years
14217,0.33,True,False,False,,66556,< 5 Years
14218,13.8,True,True,True,TensorFlow,20951,10-15 Years
14219,8.4,True,False,True,Keras,18588,5-10 Years
14220,4.4,True,True,False,Scikit-learn,66073,< 5 Years
14221,3.8,True,False,False,TensorFlow,52018,< 5 Years
14222,4.1,True,False,False,PyTorch,74471,< 5 Years
14223,4.2,False,True,False,,36534,< 5 Years
14224,0.21,False,False,True,Scikit-learn,839,< 5 Years
14225,0.25,True,False,True,Scikit-learn,61261,< 5 Years
14226,3.7,True,False,False,Keras,2941,< 5 Years
14227,4.7,False,False,False,Keras,53822,< 5 Years
14228,1.9,True,True,True,Keras,49101,< 5 Years
14229,1.5,True,False,False,,56645,< 5 Years
14230,7.6,True,False,True,Scikit-learn,81384,5-10 Years
14231,3.5,True,True,True,Scikit-learn,4381,< 5 Years
14232,2.0,True,False,True,PyTorch,20,< 5 Years
14233,18.7,True,False,True,Keras,63707,15-20 Years
14234,8.9,True,True,True,Scikit-learn,204205,5-10 Years
14235,2.8,True,False,True,Scikit-learn,52340,< 5 Years
14236,0.9,True,False,False,,50253,< 5 Years
14237,0.69,True,False,False,Keras,417,< 5 Years
14238,7.8,True,False,True,Keras,66276,5-10 Years
14239,1.4,True,True,False,Scikit-learn,585,< 5 Years
14240,2.7,True,True,False,,11717,< 5 Years
14241,8.0,False,True,False,,72420,5-10 Years
14242,0.77,True,False,True,TensorFlow,69841,< 5 Years
14243,4.7,True,False,True,Scikit-learn,24977,< 5 Years
14244,21.0,True,False,True,Scikit-learn,59174,20-25 Years
14245,24.0,True,True,True,,74382,20-25 Years
14246,7.4,True,False,False,Keras,6236,5-10 Years
14247,29.4,True,False,False,Keras,56165,25+ Years
14248,0.76,True,False,False,TensorFlow,891,< 5 Years
14249,2.2,True,False,True,Keras,74457,< 5 Years
14250,1.3,True,True,False,Scikit-learn,31378,< 5 Years
14251,28.2,False,False,True,,21,25+ Years
14252,0.21,True,False,False,,55477,< 5 Years
14253,6.6,True,False,True,Scikit-learn,5156,5-10 Years
14254,1.2,True,False,False,,65976,< 5 Years
14255,0.8,True,True,False,,59637,< 5 Years
14256,13.6,True,False,True,Keras,16425,10-15 Years
14257,0.85,True,False,False,,61057,< 5 Years
14258,1.2,False,True,False,,13806,< 5 Years
14259,5.8,True,False,True,PyTorch,26407,5-10 Years
14260,0.99,True,True,True,TensorFlow,52795,< 5 Years
14261,0.0,False,False,False,,62605,< 5 Years
14262,0.57,True,True,False,,73545,< 5 Years
14263,1.1,True,False,True,,66100,< 5 Years
14264,9.6,True,False,True,Scikit-learn,59979,5-10 Years
14265,2.9,True,False,False,,54054,< 5 Years
14266,2.2,True,False,False,,53746,< 5 Years
14267,0.91,True,True,True,,9509,< 5 Years
14268,1.9,True,False,False,PyTorch,230,< 5 Years
14269,7.3,True,False,False,PyTorch,36070,5-10 Years
14270,0.33,False,False,False,,62727,< 5 Years
14271,3.2,True,False,True,Keras,76168,< 5 Years
14272,25.2,True,False,False,,74109,25+ Years
14273,4.9,True,False,False,PyTorch,20341,< 5 Years
14274,0.57,False,True,False,,68072,< 5 Years
14275,24.0,True,False,False,PyTorch,49688,20-25 Years
14276,0.77,True,True,True,Keras,340,< 5 Years
14277,26.3,True,False,False,PyTorch,55004,25+ Years
14278,1.5,True,False,False,,56906,< 5 Years
14279,1.6,True,False,False,Keras,54378,< 5 Years
14280,0.86,True,False,True,,51022,< 5 Years
14281,0.42,False,False,False,PyTorch,7042,< 5 Years
14282,1.7,True,False,True,,59286,< 5 Years
14283,1.3,True,False,False,Scikit-learn,61505,< 5 Years
14284,4.5,True,False,True,PyTorch,733,< 5 Years
14285,15.9,True,False,False,Keras,59056,15-20 Years
14286,25.1,True,True,False,,52422,25+ Years
14287,20.5,False,False,True,,77384,20-25 Years
14288,2.8,True,True,True,Scikit-learn,54636,< 5 Years
14289,8.5,True,False,False,Scikit-learn,72987,5-10 Years
14290,0.76,True,False,True,,51685,< 5 Years
14291,0.35,False,False,True,,60999,< 5 Years
14292,1.1,True,False,True,Scikit-learn,5454,< 5 Years
14293,9.0,True,False,False,TensorFlow,70036,5-10 Years
14294,4.4,True,False,False,Scikit-learn,120678,< 5 Years
14295,4.5,True,False,True,Scikit-learn,35823,< 5 Years
14296,0.0,False,False,False,,1477,< 5 Years
14297,0.57,True,True,True,TensorFlow,21526,< 5 Years
14298,3.4,True,True,False,PyTorch,61054,< 5 Years
14299,1.8,True,True,True,,14296,< 5 Years
14300,4.7,True,False,False,Keras,1838,< 5 Years
14301,1.8,True,False,True,Scikit-learn,102108,< 5 Years
14302,21.4,True,True,True,PyTorch,65102,20-25 Years
14303,4.6,True,False,False,Scikit-learn,73324,< 5 Years
14304,2.3,True,False,False,Scikit-learn,50315,< 5 Years
14305,1.0,True,False,True,,22548,< 5 Years
14306,1.5,True,False,True,Scikit-learn,56949,< 5 Years
14307,2.6,True,False,True,Scikit-learn,145,< 5 Years
14308,0.28,True,False,False,Scikit-learn,51761,< 5 Years
14309,2.3,True,False,False,,71517,< 5 Years
14310,4.3,True,False,True,Scikit-learn,57837,< 5 Years
14311,4.4,True,False,False,,428,< 5 Years
14312,4.2,True,False,True,,66478,< 5 Years
14313,2.2,True,True,True,,66822,< 5 Years
14314,0.5,True,False,False,Scikit-learn,1625,< 5 Years
14315,5.4,True,False,False,Scikit-learn,16017,5-10 Years
